12,15,18,24,8,5,11,6,7,3
16,21,25,33,12,6,15,8,10,4
18,24,28,37,13,7,17,9,11,5
16,21,25,33,12,6,15,8,10,4
12,16,18,24,9,5,11,6,8,3
18,24,28,37,13,7,17,9,11,5
9,12,14,19,7,4,9,4,6,2
2,3,4,5,2,1,2,1,2,1
1,1,1,2,1,0,1,0,1,0
21,27,32,42,15,8,19,10,13,5
8,11,13,17,6,3,8,4,5,2
1,1,1,2,1,0,1,0,1,0
18,24,28,38,13,7,17,9,12,5
19,24,29,38,13,7,17,9,12,5
3,4,5,7,2,1,3,2,2,1
22,29,34,45,16,9,21,10,14,6
10,13,15,20,7,4,9,5,6,3
2,2,2,3,1,1,1,1,1,0
5,6,8,10,4,2,5,2,3,1
4,5,6,8,3,2,4,2,3,1
2,2,3,4,1,1,2,1,1,0
13,17,20,27,10,5,12,6,8,3
2,3,3,5,2,1,2,1,1,1
6,8,9,12,4,2,6,3,4,2
1,1,1,2,1,0,1,0,1,0
10,13,15,20,7,4,9,5,6,3
7,9,11,14,5,3,6,3,4,2
3,4,4,6,2,1,3,1,2,1
8,10,12,15,5,3,7,4,5,2
16,20,24,32,11,6,15,7,10,4
2,3,3,4,1,1,2,1,1,1
2,3,4,5,2,1,2,1,2,1
21,27,32,42,15,8,19,10,13,5
3,4,4,6,2,1,3,1,2,1
13,18,21,28,10,5,13,6,8,3
8,11,13,17,6,3,8,4,5,2
9,12,14,18,6,4,8,4,6,2
6,7,9,11,4,2,5,3,3,1
11,14,17,22,8,4,10,5,7,3
2,3,3,5,2,1,2,1,1,1
12,15,18,24,8,5,11,5,7,3
16,21,25,33,12,6,15,8,10,4
2,2,2,3,1,1,1,1,1,0
19,25,30,39,14,8,18,9,12,5
10,13,15,20,7,4,9,5,6,3
21,27,32,43,15,8,19,10,13,5
10,13,15,20,7,4,9,5,6,3
16,21,25,34,12,6,15,8,10,4
17,22,26,34,12,7,16,8,10,4
10,13,15,20,7,4,9,5,6,3
0,0,0,0,0,0,0,0,0,0
1,2,2,3,1,1,1,1,1,0
21,28,33,44,15,8,20,10,13,5
20,26,30,40,14,8,18,9,12,5
18,24,28,38,13,7,17,9,12,5
12,16,18,24,9,5,11,6,8,3
12,16,19,25,9,5,11,6,8,3
1,1,1,2,1,0,1,0,1,0
2,2,2,3,1,1,1,1,1,0
13,18,21,28,10,5,13,6,8,3
21,27,32,42,15,8,19,10,13,5
2,2,3,4,1,1,2,1,1,0
19,25,30,39,14,8,18,9,12,5
4,5,6,8,3,1,4,2,2,1
5,7,8,10,4,2,5,2,3,1
12,16,18,24,9,5,11,6,8,3
22,28,33,44,16,9,20,10,14,6
2,3,4,5,2,1,2,1,2,1
5,6,8,10,4,2,5,2,3,1
18,23,27,36,13,7,17,8,11,5
8,10,12,16,6,3,7,4,5,2
11,15,17,23,8,4,11,5,7,3
21,27,32,43,15,8,20,10,13,5
12,16,18,24,9,5,11,6,8,3
21,28,33,44,16,8,20,10,14,6
2,3,4,5,2,1,2,1,2,1
8,11,13,17,6,3,8,4,5,2
18,24,28,37,13,7,17,9,11,5
6,8,10,13,4,2,6,3,4,2
4,5,6,9,3,2,4,2,3,1
6,7,9,12,4,2,5,3,4,1
17,22,26,35,12,7,16,8,11,4
12,16,19,25,9,5,12,6,8,3
13,17,20,26,9,5,12,6,8,3
17,23,27,36,13,7,16,8,11,5
10,13,16,21,7,4,10,5,6,3
2,3,3,5,2,1,2,1,1,1
4,6,7,9,3,2,4,2,3,1
7,10,11,15,5,3,7,3,5,2
21,28,33,44,16,8,20,10,14,6
18,24,28,37,13,7,17,9,11,5
14,18,21,29,10,6,13,7,9,4
19,24,29,38,13,7,17,9,12,5
19,25,29,39,14,7,18,9,12,5
7,9,10,14,5,3,6,3,4,2
5,7,8,10,4,2,5,2,3,1
10,14,16,21,8,4,10,5,7,3
16,21,25,33,12,6,15,8,10,4
22,28,33,44,16,9,20,10,14,6
19,25,29,39,14,7,18,9,12,5
6,8,10,13,4,2,6,3,4,2
8,11,13,17,6,3,8,4,5,2
1,1,1,1,0,0,1,0,0,0
13,17,20,27,9,5,12,6,8,3
19,25,30,39,14,8,18,9,12,5
4,5,5,7,3,1,3,2,2,1
16,20,24,32,11,6,15,7,10,4
7,9,11,14,5,3,6,3,4,2
13,17,20,27,9,5,12,6,8,3
15,19,23,30,11,6,14,7,9,4
13,18,21,28,10,5,13,6,8,3
20,26,31,41,14,8,19,9,13,5
10,13,16,21,7,4,10,5,6,3
21,27,32,43,15,8,19,10,13,5
15,19,23,30,11,6,14,7,9,4
11,15,17,23,8,4,11,5,7,3
2,3,4,5,2,1,2,1,2,1
22,29,34,45,16,9,21,10,14,6
1,1,1,2,1,0,1,0,1,0
13,17,20,27,10,5,12,6,8,3
0,1,1,1,0,0,0,0,0,0
2,3,3,4,1,1,2,1,1,1
6,8,10,13,5,3,6,3,4,2
0,0,0,0,0,0,0,0,0,0
9,12,14,19,7,4,9,4,6,2
21,27,32,43,15,8,19,10,13,5
21,28,33,44,15,8,20,10,13,5
15,20,23,31,11,6,14,7,9,4
4,5,6,8,3,1,4,2,2,1
15,20,24,31,11,6,14,7,10,4
10,14,16,21,8,4,10,5,7,3
5,6,7,10,3,2,4,2,3,1
19,24,29,38,13,7,17,9,12,5
1,1,2,2,1,0,1,1,1,0
3,4,5,6,2,1,3,1,2,1
10,13,15,20,7,4,9,5,6,3
14,18,21,29,10,6,13,7,9,4
19,25,29,39,14,7,18,9,12,5
8,10,12,15,5,3,7,4,5,2
6,8,9,12,4,2,6,3,4,2
12,15,18,24,8,5,11,5,7,3
18,24,28,38,13,7,17,9,12,5
13,18,21,28,10,5,13,6,8,3
20,26,31,41,14,8,19,9,13,5
21,27,32,42,15,8,19,10,13,5
10,13,15,20,7,4,9,5,6,3
17,23,27,36,13,7,16,8,11,5
12,15,18,24,8,5,11,6,7,3
4,5,6,9,3,2,4,2,3,1
21,28,33,44,15,8,20,10,13,5
11,14,17,22,8,4,10,5,7,3
2,2,2,3,1,1,1,1,1,0
16,20,24,32,11,6,15,7,10,4
15,19,23,30,11,6,14,7,9,4
0,0,0,0,0,0,0,0,0,0
9,12,14,18,6,4,8,4,6,2
16,21,25,33,12,6,15,8,10,4
1,2,2,3,1,1,1,1,1,0
21,27,32,43,15,8,20,10,13,5
2,2,3,4,1,1,2,1,1,0
6,7,9,11,4,2,5,3,3,1
10,13,15,20,7,4,9,5,6,3
6,7,9,11,4,2,5,3,3,1
10,13,15,20,7,4,9,5,6,3
1,1,1,1,0,0,1,0,0,0
17,22,27,35,12,7,16,8,11,4
11,15,17,23,8,4,11,5,7,3
4,5,5,7,3,1,3,2,2,1
2,2,2,3,1,1,1,1,1,0
16,21,25,33,12,6,15,8,10,4
2,2,2,3,1,1,1,1,1,0
21,28,33,44,15,8,20,10,13,5
13,17,20,27,9,5,12,6,8,3
10,13,15,20,7,4,9,5,6,3
3,3,4,5,2,1,2,1,2,1
2,2,2,3,1,1,1,1,1,0
17,22,27,35,12,7,16,8,11,4
17,22,26,34,12,7,16,8,10,4
9,12,14,19,7,4,9,4,6,2
6,8,9,12,4,2,6,3,4,2
16,21,25,33,12,6,15,8,10,4
20,26,31,41,14,8,19,9,13,5
10,12,15,19,7,4,9,5,6,2
21,27,32,42,15,8,19,10,13,5
4,5,5,7,3,1,3,2,2,1
13,17,20,26,9,5,12,6,8,3
15,20,24,32,11,6,14,7,10,4
11,14,16,22,8,4,10,5,7,3
16,21,25,33,12,6,15,8,10,4
12,16,19,25,9,5,12,6,8,3
20,26,31,41,15,8,19,10,13,5
1,1,1,2,1,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0
15,20,24,31,11,6,14,7,10,4
16,21,25,34,12,6,15,8,10,4
10,13,15,20,7,4,9,5,6,3
16,21,25,33,12,6,15,8,10,4
10,13,15,20,7,4,9,5,6,3
5,6,7,10,3,2,4,2,3,1
10,13,15,20,7,4,9,5,6,3
8,11,13,17,6,3,8,4,5,2
16,20,24,32,11,6,15,7,10,4
14,19,22,29,10,6,13,7,9,4
10,13,15,20,7,4,9,5,6,3
21,28,33,44,16,8,20,10,14,6
9,12,14,18,6,4,8,4,6,2
12,16,19,25,9,5,11,6,8,3
4,5,6,8,3,1,4,2,2,1
8,10,12,15,5,3,7,4,5,2
8,10,12,15,5,3,7,4,5,2
20,26,31,41,14,8,19,9,13,5
8,10,12,16,6,3,7,4,5,2
17,22,27,35,12,7,16,8,11,4
8,10,12,16,6,3,7,4,5,2
3,4,5,6,2,1,3,1,2,1
3,4,5,7,2,1,3,2,2,1
15,20,24,32,11,6,14,7,10,4
19,25,29,39,14,7,18,9,12,5
4,5,5,7,3,1,3,2,2,1
6,8,9,12,4,2,6,3,4,2
7,9,11,14,5,3,6,3,4,2
4,5,6,9,3,2,4,2,3,1
11,14,17,22,8,4,10,5,7,3
19,25,29,39,14,8,18,9,12,5
11,14,17,22,8,4,10,5,7,3
13,17,20,26,9,5,12,6,8,3
7,10,11,15,5,3,7,3,5,2
8,11,13,17,6,3,8,4,5,2
11,14,16,22,8,4,10,5,7,3
12,15,18,24,8,5,11,5,7,3
16,21,25,33,12,6,15,8,10,4
19,25,29,39,14,7,18,9,12,5
10,13,15,20,7,4,9,5,6,3
1,1,2,2,1,0,1,1,1,0
1,1,1,1,0,0,1,0,0,0
11,14,16,22,8,4,10,5,7,3
19,25,29,39,14,8,18,9,12,5
19,24,29,38,13,7,17,9,12,5
14,18,21,29,10,6,13,7,9,4
6,7,9,11,4,2,5,3,3,1
1,1,1,1,0,0,1,0,0,0
5,6,8,10,4,2,5,2,3,1
17,22,26,34,12,7,16,8,10,4
20,26,31,41,14,8,19,9,13,5
4,5,6,8,3,1,4,2,2,1
16,20,24,32,11,6,15,7,10,4
21,27,32,43,15,8,19,10,13,5
20,26,31,41,14,8,19,9,13,5
18,24,28,37,13,7,17,9,11,5
5,6,7,10,3,2,4,2,3,1
4,6,7,9,3,2,4,2,3,1
16,20,24,32,11,6,15,7,10,4
16,21,25,33,12,6,15,8,10,4
19,25,29,39,14,8,18,9,12,5
4,5,6,9,3,2,4,2,3,1
10,13,16,21,7,4,10,5,6,3
20,26,30,40,14,8,18,9,12,5
8,10,12,15,5,3,7,4,5,2
11,15,17,23,8,4,11,5,7,3
21,28,33,44,15,8,20,10,13,5
17,23,27,36,13,7,16,8,11,5
22,29,34,45,16,9,21,10,14,6
13,18,21,28,10,5,13,6,8,3
10,14,16,21,8,4,10,5,7,3
4,5,6,8,3,1,4,2,2,1
12,16,18,24,9,5,11,6,8,3
9,12,14,18,6,4,8,4,6,2
2,3,3,5,2,1,2,1,1,1
17,22,26,34,12,7,16,8,10,4
21,27,32,42,15,8,19,10,13,5
2,3,4,5,2,1,2,1,2,1
2,2,3,4,1,1,2,1,1,0
12,16,18,24,9,5,11,6,8,3
10,13,16,21,7,4,10,5,6,3
3,4,4,6,2,1,3,1,2,1
17,22,26,34,12,7,16,8,10,4
17,22,26,35,12,7,16,8,11,4
5,6,7,10,3,2,4,2,3,1
2,3,4,5,2,1,2,1,2,1
15,19,23,30,11,6,14,7,9,4
17,22,27,35,12,7,16,8,11,4
14,19,22,29,10,6,13,7,9,4
14,19,22,29,10,6,13,7,9,4
14,19,22,29,10,6,13,7,9,4
12,16,19,25,9,5,12,6,8,3
0,0,0,0,0,0,0,0,0,0
19,25,30,39,14,8,18,9,12,5
3,4,5,7,2,1,3,2,2,1
19,25,29,39,14,8,18,9,12,5
2,3,3,5,2,1,2,1,1,1
14,18,22,29,10,6,13,7,9,4
12,15,18,24,8,5,11,6,7,3
15,19,23,30,11,6,14,7,9,4
2,3,3,4,1,1,2,1,1,1
8,11,13,17,6,3,8,4,5,2
9,12,14,19,7,4,8,4,6,2
10,13,15,20,7,4,9,5,6,3
8,11,13,17,6,3,8,4,5,2
10,14,16,21,8,4,10,5,7,3
20,27,31,42,15,8,19,10,13,5
13,17,20,27,9,5,12,6,8,3
0,0,0,0,0,0,0,0,0,0
8,10,12,16,6,3,7,4,5,2
4,6,7,9,3,2,4,2,3,1
18,23,27,36,13,7,17,8,11,5
14,18,21,29,10,6,13,7,9,4
10,12,15,19,7,4,9,5,6,2
13,17,20,27,9,5,12,6,8,3
14,18,21,28,10,5,13,6,9,4
5,6,8,10,4,2,5,2,3,1
4,5,6,8,3,2,4,2,3,1
21,28,33,44,16,8,20,10,14,6
2,2,3,4,1,1,2,1,1,0
7,9,10,14,5,3,6,3,4,2
8,11,13,17,6,3,8,4,5,2
16,21,25,33,12,6,15,8,10,4
10,12,15,19,7,4,9,5,6,2
15,19,23,30,11,6,14,7,9,4
8,11,13,17,6,3,8,4,5,2
18,24,28,37,13,7,17,9,11,5
15,19,23,30,11,6,14,7,9,4
22,28,33,44,16,9,20,10,14,6
13,17,20,27,9,5,12,6,8,3
8,10,12,16,6,3,7,4,5,2
4,5,6,8,3,1,4,2,2,1
0,0,0,0,0,0,0,0,0,0
15,20,24,32,11,6,14,7,10,4
9,12,14,19,7,4,9,4,6,2
18,24,28,38,13,7,17,9,12,5
10,13,15,20,7,4,9,5,6,3
16,21,25,33,12,6,15,8,10,4
9,12,14,18,6,4,8,4,6,2
17,22,27,35,12,7,16,8,11,4
18,24,28,38,13,7,17,9,12,5
10,12,15,19,7,4,9,5,6,2
9,12,14,19,7,4,8,4,6,2
19,25,29,39,14,7,18,9,12,5
21,28,33,44,16,8,20,10,14,6
6,7,9,12,4,2,5,3,4,1
11,14,16,22,8,4,10,5,7,3
1,1,1,2,1,0,1,0,1,0
20,26,31,41,15,8,19,10,13,5
19,24,29,38,13,7,17,9,12,5
9,12,14,18,6,4,8,4,6,2
6,7,9,12,4,2,5,3,4,1
19,25,29,39,14,8,18,9,12,5
14,19,22,29,10,6,13,7,9,4
7,9,10,14,5,3,6,3,4,2
20,26,30,40,14,8,18,9,12,5
19,25,29,39,14,8,18,9,12,5
12,15,18,24,8,5,11,5,7,3
12,15,18,24,8,5,11,5,7,3
10,13,16,21,7,4,10,5,6,3
22,28,33,44,16,9,20,10,14,6
8,10,12,15,5,3,7,4,5,2
4,6,7,9,3,2,4,2,3,1
12,15,18,24,8,5,11,5,7,3
11,14,17,22,8,4,10,5,7,3
17,22,26,34,12,7,16,8,11,4
4,5,6,9,3,2,4,2,3,1
6,7,9,11,4,2,5,3,3,1
21,27,32,43,15,8,19,10,13,5
0,0,0,0,0,0,0,0,0,0
18,24,28,37,13,7,17,9,11,5
0,1,1,1,0,0,0,0,0,0
12,16,18,24,9,5,11,6,8,3
10,14,16,21,8,4,10,5,7,3
14,18,21,29,10,6,13,7,9,4
2,3,4,5,2,1,2,1,2,1
2,2,3,4,1,1,2,1,1,0
15,20,23,31,11,6,14,7,9,4
21,28,33,44,15,8,20,10,13,5
21,28,33,44,15,8,20,10,13,5
3,4,5,6,2,1,3,1,2,1
20,26,31,41,15,8,19,10,13,5
5,6,7,10,3,2,4,2,3,1
19,24,29,38,13,7,17,9,12,5
17,23,27,36,13,7,16,8,11,5
22,29,34,45,16,9,21,10,14,6
4,5,6,8,3,1,4,2,2,1
10,13,15,20,7,4,9,5,6,3
14,18,22,29,10,6,13,7,9,4
6,7,9,11,4,2,5,3,3,1
2,2,3,4,1,1,2,1,1,0
15,19,23,30,11,6,14,7,9,4
6,7,9,11,4,2,5,3,3,1
19,25,29,39,14,8,18,9,12,5
14,18,21,29,10,6,13,7,9,4
3,4,5,6,2,1,3,1,2,1
1,1,2,2,1,0,1,1,1,0
8,11,13,17,6,3,8,4,5,2
7,9,11,15,5,3,7,3,4,2
1,2,2,3,1,1,1,1,1,0
21,28,33,44,15,8,20,10,13,5
21,27,32,42,15,8,19,10,13,5
19,25,29,39,14,7,18,9,12,5
4,5,5,7,3,1,3,2,2,1
9,12,14,18,6,4,8,4,6,2
12,16,19,25,9,5,12,6,8,3
4,5,6,8,3,2,4,2,3,1
3,4,4,6,2,1,3,1,2,1
7,9,11,14,5,3,6,3,4,2
5,7,8,11,4,2,5,3,3,1
6,7,9,11,4,2,5,3,3,1
12,16,18,24,9,5,11,6,8,3
20,26,30,40,14,8,18,9,12,5
3,4,5,6,2,1,3,1,2,1
13,17,20,27,9,5,12,6,8,3
20,26,30,40,14,8,18,9,12,5
4,5,6,8,3,1,4,2,2,1
12,16,19,25,9,5,12,6,8,3
6,7,9,11,4,2,5,3,3,1
3,3,4,5,2,1,2,1,2,1
5,7,8,10,4,2,5,2,3,1
5,6,7,10,3,2,4,2,3,1
14,19,22,29,10,6,13,7,9,4
10,13,15,20,7,4,9,5,6,3
6,8,10,13,5,3,6,3,4,2
7,9,10,14,5,3,6,3,4,2
4,5,6,8,3,2,4,2,3,1
4,5,5,7,3,1,3,2,2,1
6,8,10,13,5,3,6,3,4,2
10,13,15,20,7,4,9,5,6,3
17,22,26,34,12,7,16,8,10,4
17,22,26,35,12,7,16,8,11,4
14,18,21,28,10,5,13,6,9,4
19,25,29,39,14,7,18,9,12,5
